word,lemma
dorachchi,dor
doran,dor
doriyechilam,dor
dorao,dor
dorash,dor
dorachchile,dor
dorlam,dor
doriyechilen,dor
doraben,dor
dorachchen,dor
dorabo,dor
dorati,dor
doriyecho,dor
dorachchis,dor
jhimachchilam,jhim
jhimale,jhim
jhimali,jhim
jhimiyechili,jhim
jhimachcho,jhim
jhimiyechilo,jhim
jhimiyechi,jhim
jhimaten,jhim
jhimachchilo,jhim
jhimate,jhim
jhimiyechis,jhim
jhimai,jhim
jhimalo,jhim
jhimiyechile,jhim
jhimay,jhim
jhimabe,jhim
jhimabi,jhim
jhimachche,jhim
jhimato,jhim
jhimiyache,jhim
jhuma,jhim
jhimalen,jhim
jhimiyachen,jhim
jhimatam,jhim
jhimachchi,jhim
jhiman,jhim
jhimiyechilam,jhim
jhimao,jhim
jhimash,jhim
jhimachchile,jhim
jhimalam,jhim
jhimiyachilen,jhim
jhimaben,jhim
jhimachchen,jhim
jhimabo,jhim
jhimati,jhim
jhimachchilen,jhim
jhimiyechesh,jhim
jhimachchis,jhim
ghumachchilam,ghum
ghumale,ghum
ghumali,ghum
ghumiyechili,ghum
ghumachcho,ghum
ghumiyechilo,ghum
ghumiyechi,ghum
ghumaten,ghum
ghumachchili,ghum
ghumate,ghum
ghumiyechis,ghum
ghumai,ghum
ghumalo,ghum
ghumiyechile,ghum
ghumay,ghum
ghumabe,ghum
ghumabi,ghum
ghumachche,ghum
ghumato,ghum
ghumiyache,ghum
ghuma,ghum
ghumalen,ghum
ghumiyachen,ghum
ghumatam,ghum
ghumachchi,ghum
ghuman,ghum
ghumiyechilam,ghum
ghumao,ghum
ghumash,ghum
ghumachchile,ghum
ghumalam,ghum
ghumiyachilen,ghum
ghumaben,ghum
ghumachchen,ghum
ghumabo,ghum
ghumati,ghum
ghumachchilen,ghum
ghumiyechesh,ghum
ghumachchis,ghum
ghumachchilo,ghum
calachchilam,cal
calale,cal
calali,cal
caliyecchili,cal
calachcho,cal
caliyecchilo,cal
caliyecchi,cal
calaten,cal
calachchili,cal
calate,cal
caliyecchis,cal
calai,cal
calalo,cal
caliyecchile,cal
calay,cal
calabe,cal
calabi,cal
calachche,cal
calato,cal
caliyache,cal
cala,cal
calalen,cal
caliyachen,cal
calatam,cal
calachchi,cal
calan,cal
caliyecchilam,cal
calao,cal
calas,cal
calachchile,cal
calalam,cal
caliyecchilen,cal
calaben,cal
calachchen,cal
calabo,cal
calati,cal
calachchilen,cal
caliyecches,cal
calachchis,cal
calachchilo,cal
thamachchilam,tham
thamale,tham
thamali,tham
thamiyechili,tham
thamachcho,tham
thamiyechilo,tham
thamiyechi,tham
thamaten,tham
thamachchili,tham
thamate,tham
thamiyechis,tham
thamai,tham
thamalo,tham
thamiyechile,tham
thamay,tham
thamabe,tham
thamabi,tham
thamachche,tham
thamato,tham
thamiyeche,tham
thama,tham
thamalen,tham
thamiyechen,tham
thamatam,tham
thamachchi,tham
thaman,tham
thamiyechilam,tham
thamao,tham
thamas,tham
thamachchile,tham
thamalam,tham
thamiyechilen,tham
thamaben,tham
thamachchen,tham
thamabo,tham
thamati,tham
thamachchilen,tham
thamiyeches,tham
thamachchis,tham
thamachchilo,tham
kamachchilam,kam
kamale,kam
kamali,kam
kamiyechili,kam
kamachcho,kam
kamiyechilo,kam
kamiyechi,kam
kamaten,kam
kamachchili,kam
kamate,kam
kamiyechis,kam
kamai,kam
kamalo,kam
kamiyechile,kam
kamay,kam
kamabe,kam
kamabi,kam
kamachche,kam
kamato,kam
kamiyeche,kam
kama,kam
kamalen,kam
kamiyechen,kam
kamatam,kam
kamachchi,kam
kaman,kam
kamiyechilam,kam
kamao,kam
kamas,kam
kamachchile,kam
kamalam,kam
kamiyechilen,kam
kamaben,kam
kamachchen,kam
kamab,kam
kamati,kam
kamachchilen,kam
kamiyeches,kam
kamachchis,kam
kamachchilo,kam
thekachchilam,thek
thekale,thek
thekali,thek
thekiyechili,thek
thekachcho,thek
thekiyechilo,thek
thekiyechi,thek
thekaten,thek
thekachchili,thek
thekate,thek
thekiyechis,thek
thekai,thek
thekalo,thek
thekiyechile,thek
thekay,thek
thekabe,thek
thekabi,thek
thekachche,thek
thekato,thek
thekiyeche,thek
theka,thek
thekalen,thek
thekiyechen,thek
thekatam,thek
thekachchi,thek
thekan,thek
thekiyechilam,thek
thekao,thek
thekas,thek
thekachchile,thek
thekalam,thek
thekiyechilen,thek
thekaben,thek
thekachchen,thek
thekabo,thek
thekati,thek
thekachchilen,thek
thekiyeches,thek
thekachchis,thek
thekachchilo,thek
pitachchilam,pit
pitale,pit
pitali,pit
pitiyechili,pit
pitachcho,pit
pitiyechilo,pit
pitiyechi,pit
pitaten,pit
pitachchili,pit
pitiyechis,pit
pitai,pit
pitalo,pit
pitiyechile,pit
pitay,pit
pitabe,pit
pitabi,pit
pitachche,pit
pitato,pit
pitiyeche,pit
pita,pit
pitalen,pit
pitiyechen,pit
pitatam,pit
pitachchi,pit
pitan,pit
pitiyechilam,pit
pitao,pit
pitas,pit
pitachchile,pit
pitalam,pit
pitiyechilen,pit
pitaben,pit
pitachchen,pit
pitab,pit
pitati,pit
pitachchilen,pit
pitiyeches,pit
pitachchis,pit
pitachchilo,pit
kilachchilam,kil
kilale,kil
kilali,kil
kiliyechili,kil
kilachcho,kil
kiliyechilo,kil
kiliyechi,kil
kilaten,kil
kilachchili,kil
kilate,kil
kiliyechis,kil
kilai,kil
kilalo,kil
kiliyechile,kil
kilay,kil
kilabe,kil
kilabi,kil
kilachche,kil
kilato,kil
kiliyeche,kil
kila,kil
kilalen,kil
kiliyechen,kil
kilatam,kil
kilachchi,kil
kilan,kil
kiliyechilam,kil
kilao,kil
kilas,kil
kilachchile,kil
kilalam,kil
kiliyechilen,kil
kilaben,kil
kilachchen,kil
kilabo,kil
kilati,kil
kilachchilen,kil
kiliyeches,kil
kilachchis,kil
kilachchilo,kil
ghushachchilam,ghush
ghushale,ghush
ghushali,ghush
ghushiyechili,ghush
ghushachcho,ghush
ghushiyechilo,ghush
ghushiyechi,ghush
ghushaten,ghush
ghushachchili,ghush
ghushate,ghush
ghushiyechis,ghush
ghushai,ghush
ghushalo,ghush
ghushiyechile,ghush
ghushay,ghush
ghushabe,ghush
ghushabi,ghush
ghushachche,ghush
ghushato,ghush
ghushiyeche,ghush
ghusha,ghush
ghushalen,ghush
ghushiyechen,ghush
ghushatam,ghush
ghushachchi,ghush
ghushan,ghush
ghushiyechilam,ghush
ghushao,ghush
ghushas,ghush
ghushachchile,ghush
ghushalam,ghush
ghushiyechilen,ghush
ghushaben,ghush
ghushachchen,ghush
ghushabo,ghush
ghushati,ghush
ghushachchilen,ghush
ghushiyeches,ghush
ghushachchis,ghush
ghushachchilo,ghush
porachchilam,por
porachcho,por
porachchili,por
porachche,por
porachchi,por
porachchile,por
porachchen,por
porachchilen,por
poriyeches,por
porachchis,por
porachchilo,por
agachchilam,ag
agale,ag
agali,ag
agiyechili,ag
agachcho,ag
agiyechilo,ag
agiyechi,ag
agaten,ag
agachchili,ag
agate,ag
agiyechis,ag
agai,ag
agalo,ag
agiyechile,ag
agay,ag
agabe,ag
agabi,ag
agachche,ag
agato,ag
agiyeche,ag
aga,ag
agalen,ag
agiyechen,ag
agatam,ag
agachchi,ag
agan,ag
agiyechilam,ag
agao,ag
agas,ag
agachchile,ag
agalam,ag
agiyechilen,ag
agaben,ag
agachchen,ag
agab,ag
agati,ag
agachchilen,ag
agiyeches,ag
agachchis,ag
agachchilo,ag
atkachchilam,atk
atkale,atk
atkali,atk
atkiyechili,atk
atkachcho,atk
atkiyechilo,atk
atkiyechi,atk
atkaten,atk
atkachchili,atk
atkate,atk
atkiyechis,atk
atkai,atk
atkalp,atk
atkiyechile,atk
atkay,atk
atkabe,atk
atkabi,atk
atkachche,atk
atkato,atk
atkiyeche,atk
atka,atk
atkalen,atk
atkiyechen,atk
atkatam,atk
atkachchi,atk
atkan,atk
atkiyechilam,atk
atkao,atk
atkas,atk
atkachchile,atk
atkalam,atk
atkiyechilen,atk
atkaben,atk
atkachchen,atk
atkabo,atk
atkati,atk
atkachchilen,atk
atkiyeches,atk
atkachchis,atk
atkachchilo,atk
tomader,tomar
poribarer,poribar
ovishapke,ovishap
nanur,nana
kukurer,kukur
desher,desh
citao,cita
dudiner,din
onahari,onahar
kukurder,kukur
vule,vul
boner,bon
jibonta,jibon
obosthane,obosthan
shohore,shohor
tomake,tomar
ekhuni,ekhon
barir,bari
dhoroner,dhoron
sontrasi,sontras
udbeger,udbeg
bondukdhari,bonduk
nicey,nice
marte,mar
nijeke,nij
apnio,apni
songghate,songghat
bidrohira,birdroh
deshtir,desh
bideshe,desh
arale,aral
deshgulor,desh
colche,col
barita,bari
somoye,somoy
jegulo,je
diner,din
raater,raat
dirghdin,din
roptainite,roptani
bangladesher,bangladesh
ghare,ghar
somye,somoy
deshti,desh
bangladeshke,bangladesh
thakar,thaka
nah,na
ghamchi,gham
voyer,voy
aschilo,asha
neme,nama
kachei,kache
khule,khula
mukher,mukh
bahirer,bahir
felchilo,fela
bajarer,bajar
haracchen,hara
osthirta,osthir
hater,hat
takar,taka
amaro,amar
manobjatir,manobjati
bacte,baca
bece,baca
parbe,para
dure,dur
thakuk,thaka
voye,voy
bacao,baca
amari,amar
kothar,kotha
citkare,citkar
jonggole,jonggol
giyechilam,jaoya
diyeche,deoya
diye,deoya
dilo,deoa
dibe,deoya
dekhiye,dekh
asle,asha
voyongkor,voy
shorirer,shorir
jonggler,jonggol
niyeche,neoya
pechone,pechon
hatar,hat
patar,pata
pichone,pechon
manusher,manush
shonar,shun
cokhe,chok
mukhe,mukh
esechilo,asha
pakistane,pakistan
viti,voy
vye,voy
lafiye,laf
korchil,kor
amarto,amar
korar,kor
korob,kor
korechil,kor
koro,kor
korol,kor
korun,kor
koreo,kor
korena,kor
korlei,kor
koreni,kor
korei,kor
kortei,kor
korbena,kor
korini,kor
koreniborong,kor
kortechi,kor
korchenna,kor
kortechen,kor
korata,kor
korbar,kor
korenni,kor
korlenabar,kor
korise,kor
ni,na
nai,na
amio,ami
amra,amar
amake,amar
amii,ami
gel,jaoya
geche,jaoya
geleo,jaoya
jaoyar,jaoya
giyeche,jaoya
gechi,jaoya
giyechil,jaoya
gechen,jaoya
jaykoto,jaoya
jayna,jaoya
jaytar,jaoya
gecho,jaoya
asche,asha
jayni,jaoya
esechi,asha
jaykintu,jaoya
gech,jaoya
gechilam,jaoya
jaoyay,jaoya
gecheto,jaoya
jaba,jaoya
jaoyate,jaoya
gese,jaoya
jaoyatao,jaoya
jayjokhon,jaoya
naki,ki
kina,ki
kiser,ki
kivabe,ki
bolteche,bol
bollen,bol
bollei,bol
bolenni,bol
boleni,bol
bolar,bol
bolto,bol
bolechon,bol
boltechen,bol
bolchese,bol
bolo,bol
bolbea,bol
bollo,bol
bolun,bol
bolleo,bol
bolish,bol
dekhar,dekh
dekhei,dekh
dekhichi,dekh
dekhen,dekh
dekhechon,dekh
dekhena,dekh
dekhina,dekh
nei,na
valo,val
valoi,val
balo,val
dhonjbad,dhonnobad
dhonoybad,dhonnobad
dhonjorbad,dhonnobad
dhonjabad,dhonnobad
alhamdulillahdhonbad,dhonnobad
dhonjobad,dhonnobad
pryojondhonjbad,dhonnobad
jonjoodhonjbad,dhonnobad
nonjbad,dhonnobad
dhonjbadhafej ,dhonnobad
dekben,dekh
agedhonjbad,dhonnobad
dhonjbadalla,dhonnobad
dhonjbadkajol,dhonnobad
oallah,allah
allahorobbul,allah
allahor,allah
vogban,allah
alla,allah
srishtikorta,allah
allaho,allah
allahpak,allah
alloh,allah
alamin,allah
naallah,allah
allahu,allah
ishbor,allah
allahtala,allah
prvu,allah
sondor,shundor
sundor,shundor
sundorvabe,shundor
voyngokor,voy
sundorar,shundor
sundur,shundor
sondur,shundor
ganta,gan
gangulo,gan
ganti,gan
eigan,gan
ganer,gan
gane,gan
ganguli,gan
gantai,gan
ganei,gan
gantar,gan
valvabe,val
natokta,natok
natoke,natok
natokti,natok
ekek,ek
koyek,ek
priyo,priy
prio,priy
manushke,manush
manushder,manush
manushi,manush
lok,manush
jonogonra,jonogon
manushta,manush
pablik,jonogon
manushgulo,manush
manushtake,manush
jonogogon,jonogon
omanush,manush
jonogonder,jonogon
lokder,manush
manushti,manush
jonogner,jonogon
loker,manush
jonognero,jonogon
manushera,manush
jonogonke,jonogon
jonogno,jonogon
amrai,amar
bangladeshe,bangladesh
amader,amar
pulishke,polish
pulisher,polish
bicari,bichar
bicarok,bichar
bicarer,bichar
bicaro,bichar
bicar,bichar
deshe,desh
saja,bichar
sorkarer,sorkar
sorkarke,sorkar
ovak,obak
